Labor inputs by ag tech
scenario,region,subsector,technology,input,sector,1990,2005,2015,2020,2035,2050,2065,2080,2095,Units,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_SittaungR,Legumes_SittaungR_IRR_lo,Labor_Ag,Legumes,0.0,0.0,0.00150263,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_SittaungR,Legumes_SittaungR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,0.0870733,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_SittaungR,Legumes_SittaungR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,0.0604706,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_ThaiGulf,Legumes_ThaiGulf_RFD_hi,Labor_Ag,Legumes,0.0,0.0,0.00117673,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_ThaiGulf,Legumes_ThaiGulf_RFD_lo,Labor_Ag,Legumes,0.0,0.0,8.17207E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_VietnamCst,Legumes_VietnamCst_RFD_hi,Labor_Ag,Legumes,0.0,0.0,0.029611,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_VietnamCst,Legumes_VietnamCst_RFD_lo,Labor_Ag,Legumes,0.0,0.0,0.0205642,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_XunJiang,Legumes_XunJiang_RFD_hi,Labor_Ag,Legumes,0.0,0.0,9.5802E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,Legumes_XunJiang,Legumes_XunJiang_RFD_lo,Labor_Ag,Legumes,0.0,0.0,6.65332E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_BengalBay,MiscCropTree_BengalBay_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,1.39587E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_BengalBay,MiscCropTree_BengalBay_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,1.00454E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_BengalBay,MiscCropTree_BengalBay_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00134085,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_BengalBay,MiscCropTree_BengalBay_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,9.31193E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_BorneoCstN,MiscCropTree_BorneoCstN_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,5.6779E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_BorneoCstN,MiscCropTree_BorneoCstN_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,4.10888E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_BorneoCstN,MiscCropTree_BorneoCstN_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.351946,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_BorneoCstN,MiscCropTree_BorneoCstN_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.244419,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_ChaoPhrR,MiscCropTree_ChaoPhrR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.2147,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_ChaoPhrR,MiscCropTree_ChaoPhrR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.155278,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_ChaoPhrR,MiscCropTree_ChaoPhrR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.310963,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_ChaoPhrR,MiscCropTree_ChaoPhrR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.215957,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_FlyR,MiscCropTree_FlyR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0031386,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_FlyR,MiscCropTree_FlyR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00217967,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_GangesR,MiscCropTree_GangesR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,1.38205E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_GangesR,MiscCropTree_GangesR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,7.4966E-8,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_GangesR,MiscCropTree_GangesR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,1.06818E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_GangesR,MiscCropTree_GangesR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,7.3939E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Hong,MiscCropTree_Hong_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00520137,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Hong,MiscCropTree_Hong_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00376184,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Hong,MiscCropTree_Hong_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.205316,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Hong,MiscCropTree_Hong_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.142588,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_IdnE,MiscCropTree_IdnE_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,3.08071E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_IdnE,MiscCropTree_IdnE_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,2.13949E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_IrianJaya,MiscCropTree_IrianJaya_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00549739,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_IrianJaya,MiscCropTree_IrianJaya_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00381782,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_IrrawaddyR,MiscCropTree_IrrawaddyR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,7.63513E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_IrrawaddyR,MiscCropTree_IrrawaddyR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,5.522E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_IrrawaddyR,MiscCropTree_IrrawaddyR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0140421,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_IrrawaddyR,MiscCropTree_IrrawaddyR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00975197,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_JavaTimor,MiscCropTree_JavaTimor_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00928627,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_JavaTimor,MiscCropTree_JavaTimor_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0064491,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Kalimantan,MiscCropTree_Kalimantan_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00943858,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Kalimantan,MiscCropTree_Kalimantan_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00655494,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_MalaysiaP,MiscCropTree_MalaysiaP_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0636943,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_MalaysiaP,MiscCropTree_MalaysiaP_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.046066,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_MalaysiaP,MiscCropTree_MalaysiaP_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.626231,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_MalaysiaP,MiscCropTree_MalaysiaP_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.434904,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Mekong,MiscCropTree_Mekong_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.173771,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Mekong,MiscCropTree_Mekong_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.125678,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Mekong,MiscCropTree_Mekong_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,1.01563,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Mekong,MiscCropTree_Mekong_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.705336,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_PapuaCst,MiscCropTree_PapuaCst_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0205964,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_PapuaCst,MiscCropTree_PapuaCst_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0143038,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Phlppns,MiscCropTree_Phlppns_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.147291,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Phlppns,MiscCropTree_Phlppns_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.10229,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SChinaSea,MiscCropTree_SChinaSea_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,8.53283E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SChinaSea,MiscCropTree_SChinaSea_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,6.16634E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SChinaSea,MiscCropTree_SChinaSea_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00433551,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SChinaSea,MiscCropTree_SChinaSea_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00301097,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Salween,MiscCropTree_Salween_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00120382,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Salween,MiscCropTree_Salween_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,8.70646E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Salween,MiscCropTree_Salween_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00759738,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_Salween,MiscCropTree_Salween_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00527622,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SepikR,MiscCropTree_SepikR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0089697,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SepikR,MiscCropTree_SepikR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00622922,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SittaungR,MiscCropTree_SittaungR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,2.18018E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SittaungR,MiscCropTree_SittaungR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,1.57654E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SittaungR,MiscCropTree_SittaungR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00396486,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_SittaungR,MiscCropTree_SittaungR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00275353,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_ThaiGulf,MiscCropTree_ThaiGulf_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0346011,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_ThaiGulf,MiscCropTree_ThaiGulf_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0250247,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_ThaiGulf,MiscCropTree_ThaiGulf_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.110908,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_ThaiGulf,MiscCropTree_ThaiGulf_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0770235,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_VietnamCst,MiscCropTree_VietnamCst_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00598513,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_VietnamCst,MiscCropTree_VietnamCst_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00432866,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_VietnamCst,MiscCropTree_VietnamCst_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.311758,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_VietnamCst,MiscCropTree_VietnamCst_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.21651,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_XunJiang,MiscCropTree_XunJiang_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,8.38361E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_XunJiang,MiscCropTree_XunJiang_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,6.06333E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_XunJiang,MiscCropTree_XunJiang_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0132045,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCropTree_XunJiang,MiscCropTree_XunJiang_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00917023,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BengalBay,MiscCrop_BengalBay_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,4.61863E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BengalBay,MiscCrop_BengalBay_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,3.34531E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BengalBay,MiscCrop_BengalBay_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00279284,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BengalBay,MiscCrop_BengalBay_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00193954,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BoHai,MiscCrop_BoHai_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0047601,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BoHai,MiscCrop_BoHai_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0034427,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BoHai,MiscCrop_BoHai_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00357438,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BoHai,MiscCrop_BoHai_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00248233,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BorneoCstN,MiscCrop_BorneoCstN_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,1.8706E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BorneoCstN,MiscCrop_BorneoCstN_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,1.35311E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BorneoCstN,MiscCrop_BorneoCstN_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00854992,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_BorneoCstN,MiscCrop_BorneoCstN_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00593774,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_ChaoPhrR,MiscCrop_ChaoPhrR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0124029,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_ChaoPhrR,MiscCrop_ChaoPhrR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0089702,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_ChaoPhrR,MiscCrop_ChaoPhrR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0171821,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_ChaoPhrR,MiscCrop_ChaoPhrR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0119326,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_FlyR,MiscCrop_FlyR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,6.42298E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_FlyR,MiscCrop_FlyR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,4.4611E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_GangesR,MiscCrop_GangesR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,6.83814E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_GangesR,MiscCrop_GangesR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,5.19286E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_GangesR,MiscCrop_GangesR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,2.07235E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_GangesR,MiscCrop_GangesR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,1.44162E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_Hong,MiscCrop_Hong_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00624969,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_Hong,MiscCrop_Hong_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00452002,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_Hong,MiscCrop_Hong_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0383188,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_Hong,MiscCrop_Hong_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0266116,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_IrianJaya,MiscCrop_IrianJaya_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,8.47308E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_IrianJaya,MiscCrop_IrianJaya_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,5.88461E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_IrrawaddyR,MiscCrop_IrrawaddyR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.00363395,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Southeast Asia,MiscCrop_IrrawaddyR,MiscCrop_IrrawaddyR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.00262818,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
